f_statistic,df_numerator,df_denominator,p_value,wald_chi_square,chi_square_df,chi_square_p_value,domain,domain_label,cohort,N,covariance,cohort_indicator_included
0.697839596521,3,2620,0.553313569905,2.09351878956,3,0.553225068798,friends,Friends,A,2640,HC3,False
1.45256162617,3,2408,0.225627368167,4.35768487852,3,0.225341200076,friends,Friends,B,2428,HC3,False
0.479656674802,3,2618,0.696454012837,1.43897002441,3,0.696425899554,other_relatives,Other relatives,A,2638,HC3,False
0.067769021266,3,2422,0.977048234922,0.203307063798,3,0.97705366715,other_relatives,Other relatives,B,2442,HC3,False
1.40958234521,3,2445,0.238075804317,4.22874703562,3,0.237799475363,children,Children,A,2465,HC3,False
2.04645491341,3,2232,0.105347546685,6.13936474022,3,0.105023224496,children,Children,B,2252,HC3,False
