f_statistic,df_numerator,df_denominator,p_value,wald_chi_square,chi_square_df,chi_square_p_value,domain,domain_label,model,covariance
1.08865765081,3,5058,0.352509727467,3.26597295243,3,0.352406724084,friends,Friends,Model 1,HC3
1.50698077005,3,5052,0.210569213228,4.52094231014,3,0.210429870582,friends,Friends,Model 2,HC3
1.6056348558,3,5047,0.185849265837,4.8169045674,3,0.185705844644,friends,Friends,Model 3,HC3
0.44126605793,3,5070,0.723499881287,1.32379817379,3,0.723489871459,other_relatives,Other relatives,Model 1,HC3
0.33961576783,3,5064,0.796692055222,1.01884730349,3,0.796691594957,other_relatives,Other relatives,Model 2,HC3
0.413923872076,3,5059,0.743011251356,1.24177161623,3,0.743004160858,other_relatives,Other relatives,Model 3,HC3
2.07196973542,3,4707,0.101718527793,6.21590920625,3,0.101565459601,children,Children,Model 1,HC3
1.97468090397,3,4701,0.115520524767,5.9240427119,3,0.115364762218,children,Children,Model 2,HC3
2.10942005729,3,4696,0.0968394132133,6.32826017188,3,0.0966872058277,children,Children,Model 3,HC3
